Name,coordinates,FEATUREID,ΚΩΔΙΚΟΣ ΓΡΑΜΜΗΣ,DXF_LAYER,DESCRIPTION_GR,DESCRIPTION_EN
TLFNWL,"<MultiGeometry><LinearString><coordinates> 33.36769576000006,35.16012931800003,0 33.36769525800003,35.16013015100003,0 33.36769452100003,35.16013146600005,0 33.36769384000007,35.16013280000004,0 33.36769321600008,35.16013415400005,0 33.36769265100003,35.16013552400005,0 33.36769214300006,35.16013691100005,0 33.36769169600007,35.16013831000004,0 33.36769130800008,35.16013972200005,0 33.36769097900003,35.16014114300003,0 33.36769071200007,35.16014257400008,0 33.36769050600003,35.16014401100006,0 33.36769036000004,35.16014545300004,0 33.36769027700007,35.16014689800005,0 33.36769025400002,35.16014834500004,0 33.36769029300007,35.16014979200003,0 33.36769039500007,35.16015123700004,0 33.36769055600007,35.16015267900008,0 33.36769078000003,35.16015411400008,0 33.36769106300005,35.16015554200004,0 33.36769140900003,35.16015696100004,0 33.36769181300008,35.16015836900004,0 33.36769227800005,35.16015976600005,0 33.36769280000004,35.16016114700005,0 33.36769338200003,35.16016251400004,0 33.36769402200002,35.16016386100006,0 33.36769471900004,35.16016519100003,0 33.36769547100005,35.16016649900007,0 33.36769627900003,35.16016778600005,0 33.36769714000008,35.16016904900005,0 33.36769805500006,35.16017028500005,0 33.36769902200007,35.16017149500004,0 33.36770003900006,35.16017267600006,0 33.36770110700007,35.16017382800004,0 33.36770222200005,35.16017494800008,0 33.36770338500003,35.16017603600005,0</coordinates></LinearString></MultiGeometry>",79,1207,TLFNWL,"Περιτοίχισμα ή περίφραξη (χρησιμοποιείται μόνο 

σε  περιπτώσεις ψηφιοποίησης)",Fence or Wall
TLFNWL,"<MultiGeometry><LinearString><coordinates> 33.36633829500005,35.15988256200006,0 33.36633097700008,35.15987460500003,0</coordinates></LinearString></MultiGeometry>",80,1207,TLFNWL,"Περιτοίχισμα ή περίφραξη (χρησιμοποιείται μόνο 

σε  περιπτώσεις ψηφιοποίησης)",Fence or Wall
TLFNWL,"<MultiGeometry><LinearString><coordinates> 33.36701732000006,35.15989635200003,0 33.36698044200006,35.15987086000007,0 33.36701697400002,35.15983359000006,0</coordinates></LinearString></MultiGeometry>",81,1207,TLFNWL,"Περιτοίχισμα ή περίφραξη (χρησιμοποιείται μόνο 

σε  περιπτώσεις ψηφιοποίησης)",Fence or Wall
TLRDHS,"<MultiGeometry><LinearString><coordinates> 33.36832926400007,35.15979244900007,0 33.36830517200008,35.15978411000003,0</coordinates></LinearString></MultiGeometry>",82,1200,TLRDHS,Ασφαλτοστρωμένος δρόμος (που δεν είναι εγγεγραμμένος),Road Hard Surface
TLOTHER,"<MultiGeometry><LinearString><coordinates> 33.35894987500006,35.15975532900006,0 33.35893022100004,35.15975800200005,0 33.35892613300007,35.15973659000008,0 33.35896878500006,35.15973064100007,0</coordinates></LinearString></MultiGeometry>",83,1432,TLOTHER,Άλλη τοπογραφική γραμμή,Other Topo Line
TLPENCIL,"<MultiGeometry><LinearString><coordinates> 33.35818486800002,35.15970087400007,0 33.35820608800003,35.15979730500004,0 33.35822137500003,35.15993046900007,0</coordinates></LinearString></MultiGeometry>",84,1422,TLPENCIL,Γραμμή (μολύβι) μη  προτεινόμενο  σύνορο,Pencil Lines-Not Proposed Boundaries
TLFNWL,"<MultiGeometry><LinearString><coordinates> 33.36684749500006,35.15960368900005,0 33.36691405500005,35.15965195000007,0</coordinates></LinearString></MultiGeometry>",85,1207,TLFNWL,"Περιτοίχισμα ή περίφραξη (χρησιμοποιείται μόνο 

σε  περιπτώσεις ψηφιοποίησης)",Fence or Wall
TLFNWL,"<MultiGeometry><LinearString><coordinates> 33.36689477600004,35.15959016400007,0 33.36687080400003,35.15961807600007,0</coordinates></LinearString></MultiGeometry>",86,1207,TLFNWL,"Περιτοίχισμα ή περίφραξη (χρησιμοποιείται μόνο 

σε  περιπτώσεις ψηφιοποίησης)",Fence or Wall
TLFNWL,"<MultiGeometry><LinearString><coordinates> 33.36917944300006,35.15957184500007,0 33.36931677100006,35.15955110300007,0</coordinates></LinearString></MultiGeometry>",87,1207,TLFNWL,"Περιτοίχισμα ή περίφραξη (χρησιμοποιείται μόνο 

σε  περιπτώσεις ψηφιοποίησης)",Fence or Wall
TLFNWL,"<MultiGeometry><LinearString><coordinates> 33.36706376400008,35.15955426500005,0 33.36703034600004,35.15953368300006,0</coordinates></LinearString></MultiGeometry>",88,1207,TLFNWL,"Περιτοίχισμα ή περίφραξη (χρησιμοποιείται μόνο 

σε  περιπτώσεις ψηφιοποίησης)",Fence or Wall
TLFNWL,"<MultiGeometry><LinearString><coordinates> 33.36682166500003,35.15951849700008,0 33.36682117000004,35.15952138200004,0 33.36682088400005,35.15952335100008,0 33.36682064200005,35.15952532300003,0 33.36682044100007,35.15952729900005,0 33.36682028100006,35.15952927700005,0 33.36682016400005,35.15953125700003,0 33.36682008900004,35.15953323800005,0 33.36682005600005,35.15953522000007,0 33.36682006500007,35.15953720200002,0 33.36682011600004,35.15953918500003,0 33.36682021000007,35.15954116600005,0 33.36682034500007,35.15954314500004,0 33.36682052200007,35.15954512200005,0 33.36682074200007,35.15954709500005,0 33.36682100400003,35.15954906600007,0 33.36682130600008,35.15955103300007,0 33.36682165100007,35.15955299500007,0 33.36682203800007,35.15955495200007,0 33.36682246700008,35.15955690400006,0 33.36682293700005,35.15955884800007,0 33.36682344700006,35.15956078500005,0 33.36682399900008,35.15956271600004,0 33.36682459200006,35.15956463600003,0 33.36682522600006,35.15956655000008,0 33.36682590000004,35.15956845300008,0 33.36682661400005,35.15957034700006,0 33.36682736900008,35.15957223000004,0 33.36682816400003,35.15957410200008,0 33.36682899800007,35.15957596200008,0 33.36682987100005,35.15957781000003,0 33.36683078400006,35.15957964500007,0 33.36683173600005,35.15958146700007,0 33.36683272600004,35.15958327500005,0 33.36683375400003,35.15958506900006,0 33.36683482100005,35.15958684700007,0 33.36683592500003,35.15958860900003,0 33.36683706700006,35.15959035600002,0 33.36683824400006,35.15959208700008,0 33.36683945900006,35.15959379900005,0 33.36684071100007,35.15959549600007,0 33.36684199700005,35.15959717200008,0 33.36684332000004,35.15959883100004,0 33.36684467700007,35.15960047000004,0 33.36684607000007,35.15960208900003,0 33.36684749500006,35.15960368900005,0</coordinates></LinearString></MultiGeometry>",89,1207,TLFNWL,"Περιτοίχισμα ή περίφραξη (χρησιμοποιείται μόνο 

σε  περιπτώσεις ψηφιοποίησης)",Fence or Wall
TLFNWL,"<MultiGeometry><LinearString><coordinates> 33.36684279900004,35.15945857300005,0 33.36687122100005,35.15947692000003,0</coordinates></LinearString></MultiGeometry>",90,1207,TLFNWL,"Περιτοίχισμα ή περίφραξη (χρησιμοποιείται μόνο 

σε  περιπτώσεις ψηφιοποίησης)",Fence or Wall
TLFNWL,"<MultiGeometry><LinearString><coordinates> 33.36233087600004,35.15939352700008,0 33.36250401300003,35.15954801000004,0</coordinates></LinearString></MultiGeometry>",91,1207,TLFNWL,"Περιτοίχισμα ή περίφραξη (χρησιμοποιείται μόνο 

σε  περιπτώσεις ψηφιοποίησης)",Fence or Wall
TLFNWL,"<MultiGeometry><LinearString><coordinates> 33.36633795500006,35.15933722600005,0 33.36637049300003,35.15935471200004,0</coordinates></LinearString></MultiGeometry>",92,1207,TLFNWL,"Περιτοίχισμα ή περίφραξη (χρησιμοποιείται μόνο 

σε  περιπτώσεις ψηφιοποίησης)",Fence or Wall
TLFNWL,"<MultiGeometry><LinearString><coordinates> 33.36969685700007,35.15924074900005,0 33.36973559500007,35.15942171600005,0 33.36982187000007,35.15946619900007,0 33.36996754700004,35.15944611200007,0</coordinates></LinearString></MultiGeometry>",93,1207,TLFNWL,"Περιτοίχισμα ή περίφραξη (χρησιμοποιείται μόνο 

σε  περιπτώσεις ψηφιοποίησης)",Fence or Wall
TLFNWL,"<MultiGeometry><LinearString><coordinates> 33.36258324700003,35.15924294000007,0 33.36257412200007,35.15923401100002,0 33.36234255900007,35.15934119600007,0</coordinates></LinearString></MultiGeometry>",94,1207,TLFNWL,"Περιτοίχισμα ή περίφραξη (χρησιμοποιείται μόνο 

σε  περιπτώσεις ψηφιοποίησης)",Fence or Wall
TLDASH,"<MultiGeometry><LinearString><coordinates> 33.36261389000003,35.15923156200006,0 33.36276916500003,35.15937635300003,0</coordinates></LinearString></MultiGeometry>",95,1406,TLDASH,Διακεκομμένη γραμμή  που  δεν  είναί δρόμος,Topo Dashed Line (Not Roads)
TLFNWL,"<MultiGeometry><LinearString><coordinates> 33.36882964200004,35.15919529100006,0 33.36881135000004,35.15921955000005,0</coordinates></LinearString></MultiGeometry>",96,1207,TLFNWL,"Περιτοίχισμα ή περίφραξη (χρησιμοποιείται μόνο 

σε  περιπτώσεις ψηφιοποίησης)",Fence or Wall
TLFNWL,"<MultiGeometry><LinearString><coordinates> 33.35935140800007,35.15906938300003,0 33.35930431400004,35.15907960800007,0</coordinates></LinearString></MultiGeometry>",97,1207,TLFNWL,"Περιτοίχισμα ή περίφραξη (χρησιμοποιείται μόνο 

σε  περιπτώσεις ψηφιοποίησης)",Fence or Wall
TLFNWL,"<MultiGeometry><LinearString><coordinates> 33.36506220500007,35.15903348500007,0 33.36507713700007,35.15905596600004,0</coordinates></LinearString></MultiGeometry>",98,1207,TLFNWL,"Περιτοίχισμα ή περίφραξη (χρησιμοποιείται μόνο 

σε  περιπτώσεις ψηφιοποίησης)",Fence or Wall
TLFNWL,"<MultiGeometry><LinearString><coordinates> 33.36506220500007,35.15903348500007,0 33.36494212000002,35.15908218700002,0</coordinates></LinearString></MultiGeometry>",99,1207,TLFNWL,"Περιτοίχισμα ή περίφραξη (χρησιμοποιείται μόνο 

σε  περιπτώσεις ψηφιοποίησης)",Fence or Wall
TLFNWL,"<MultiGeometry><LinearString><coordinates> 33.36624511500003,35.15901903100007,0 33.36623383000006,35.15901581600008,0</coordinates></LinearString></MultiGeometry>",100,1207,TLFNWL,"Περιτοίχισμα ή περίφραξη (χρησιμοποιείται μόνο 

σε  περιπτώσεις ψηφιοποίησης)",Fence or Wall
TLFNWL,"<MultiGeometry><LinearString><coordinates> 33.35951530900007,35.15903363900003,0 33.35940357100003,35.15905798300003,0</coordinates></LinearString></MultiGeometry>",101,1207,TLFNWL,"Περιτοίχισμα ή περίφραξη (χρησιμοποιείται μόνο 

σε  περιπτώσεις ψηφιοποίησης)",Fence or Wall
TLFNWL,"<MultiGeometry><LinearString><coordinates> 33.36518276000004,35.15898459300007,0 33.36506220500007,35.15903348500007,0</coordinates></LinearString></MultiGeometry>",102,1207,TLFNWL,"Περιτοίχισμα ή περίφραξη (χρησιμοποιείται μόνο 

σε  περιπτώσεις ψηφιοποίησης)",Fence or Wall
TLFNWL,"<MultiGeometry><LinearString><coordinates> 33.36434053900007,35.15896258700008,0 33.36432863800008,35.15898582600005,0 33.36434411900007,35.15901058500003,0</coordinates></LinearString></MultiGeometry>",103,1207,TLFNWL,"Περιτοίχισμα ή περίφραξη (χρησιμοποιείται μόνο 

σε  περιπτώσεις ψηφιοποίησης)",Fence or Wall
TLFNWL,"<MultiGeometry><LinearString><coordinates> 33.36532815100003,35.15893668000007,0 33.36533971100005,35.15895974000006,0</coordinates></LinearString></MultiGeometry>",104,1207,TLFNWL,"Περιτοίχισμα ή περίφραξη (χρησιμοποιείται μόνο 

σε  περιπτώσεις ψηφιοποίησης)",Fence or Wall
TLFNWL,"<MultiGeometry><LinearString><coordinates> 33.36590016400004,35.15891208600004,0 33.36583154200002,35.15911641500003,0</coordinates></LinearString></MultiGeometry>",105,1207,TLFNWL,"Περιτοίχισμα ή περίφραξη (χρησιμοποιείται μόνο 

σε  περιπτώσεις ψηφιοποίησης)",Fence or Wall
TLFNWL,"<MultiGeometry><LinearString><coordinates> 33.36531048600006,35.15874418700003,0 33.36526654000005,35.15875852300007,0 33.36520966300003,35.15877606300006,0 33.36517186500004,35.15878893300004,0</coordinates></LinearString></MultiGeometry>",106,1207,TLFNWL,"Περιτοίχισμα ή περίφραξη (χρησιμοποιείται μόνο 

σε  περιπτώσεις ψηφιοποίησης)",Fence or Wall
TLWLNO,"<MultiGeometry><LinearString><coordinates> 33.35853926400006,35.15875410200005,0 33.35854790700006,35.15875283700007,0 33.35855159100004,35.15877060700007,0 33.35854274300004,35.15877088000008,0</coordinates></LinearString></MultiGeometry>",107,1237,TLWLNO,Περιτοίχισμα  (χωρίς σύμβολο),Wall (No Conv. Sign)
TLFNWL,"<MultiGeometry><LinearString><coordinates> 33.36596330600003,35.15869292700006,0 33.36590016400004,35.15891208600004,0</coordinates></LinearString></MultiGeometry>",108,1207,TLFNWL,"Περιτοίχισμα ή περίφραξη (χρησιμοποιείται μόνο 

σε  περιπτώσεις ψηφιοποίησης)",Fence or Wall
TLFNWL,"<MultiGeometry><LinearString><coordinates> 33.37008196100004,35.15867909600007,0 33.37009874700004,35.15865282900006,0 33.36991232200006,35.15858245000004,0</coordinates></LinearString></MultiGeometry>",109,1207,TLFNWL,"Περιτοίχισμα ή περίφραξη (χρησιμοποιείται μόνο 

σε  περιπτώσεις ψηφιοποίησης)",Fence or Wall
TLFNWL,"<MultiGeometry><LinearString><coordinates> 33.36021820700006,35.15869140800004,0 33.36022908000007,35.15868805700006,0 33.36021388600005,35.15859600600004,0</coordinates></LinearString></MultiGeometry>",110,1207,TLFNWL,"Περιτοίχισμα ή περίφραξη (χρησιμοποιείται μόνο 

σε  περιπτώσεις ψηφιοποίησης)",Fence or Wall
TLPENCIL,"<MultiGeometry><LinearString><coordinates> 33.35805021400006,35.15858846100008,0 33.35798740800004,35.15860070500003,0 33.35798246000007,35.15863940800006,0 33.35800648100008,35.15878870000006,0</coordinates></LinearString></MultiGeometry>",111,1422,TLPENCIL,Γραμμή (μολύβι) μη  προτεινόμενο  σύνορο,Pencil Lines-Not Proposed Boundaries
TLFNWL,"<MultiGeometry><LinearString><coordinates> 33.36910842400005,35.15853958700006,0 33.36906642300005,35.15851744100007,0</coordinates></LinearString></MultiGeometry>",112,1207,TLFNWL,"Περιτοίχισμα ή περίφραξη (χρησιμοποιείται μόνο 

σε  περιπτώσεις ψηφιοποίησης)",Fence or Wall
TLFNWL,"<MultiGeometry><LinearString><coordinates> 33.36894784500004,35.15845492000005,0 33.36891228400003,35.15843617100006,0</coordinates></LinearString></MultiGeometry>",113,1207,TLFNWL,"Περιτοίχισμα ή περίφραξη (χρησιμοποιείται μόνο 

σε  περιπτώσεις ψηφιοποίησης)",Fence or Wall
TLOTHER,"<MultiGeometry><LinearString><coordinates> 33.35816862900003,35.15846464800006,0 33.35816601800008,35.15845097300007,0 33.35815258600007,35.15845259400004,0 33.35815540500005,35.15846675200004,0 33.35816862900003,35.15846464800006,0</coordinates></LinearString></MultiGeometry>",114,1432,TLOTHER,Άλλη τοπογραφική γραμμή,Other Topo Line
TLFNWL,"<MultiGeometry><LinearString><coordinates> 33.35820802100005,35.15844913900003,0 33.35820926500003,35.15845712500004,0 33.35833044300006,35.15842946900006,0</coordinates></LinearString></MultiGeometry>",115,1207,TLFNWL,"Περιτοίχισμα ή περίφραξη (χρησιμοποιείται μόνο 

σε  περιπτώσεις ψηφιοποίησης)",Fence or Wall
TLFNWL,"<MultiGeometry><LinearString><coordinates> 33.35833044300006,35.15842946900006,0 33.35835037900006,35.15842492000007,0</coordinates></LinearString></MultiGeometry>",116,1207,TLFNWL,"Περιτοίχισμα ή περίφραξη (χρησιμοποιείται μόνο 

σε  περιπτώσεις ψηφιοποίησης)",Fence or Wall
TLFNWL,"<MultiGeometry><LinearString><coordinates> 33.36165667100005,35.15839652600005,0 33.36160850400006,35.15840050900005,0</coordinates></LinearString></MultiGeometry>",117,1207,TLFNWL,"Περιτοίχισμα ή περίφραξη (χρησιμοποιείται μόνο 

σε  περιπτώσεις ψηφιοποίησης)",Fence or Wall
TLFNWL,"<MultiGeometry><LinearString><coordinates> 33.36854076800006,35.15827687900003,0 33.36873115200007,35.15841043700004,0 33.36874443500005,35.15841600500005,0 33.36876112100003,35.15841833400003,0 33.36877435300005,35.15841745600005,0</coordinates></LinearString></MultiGeometry>",118,1207,TLFNWL,"Περιτοίχισμα ή περίφραξη (χρησιμοποιείται μόνο 

σε  περιπτώσεις ψηφιοποίησης)",Fence or Wall
