Name,coordinates,FEATUREID,ΚΩΔΙΚΟΣ ΚΤΗΡΙΟΥ,ΚΩΔΙΚΟΣ ΥΨΟΥΣ ΚΤΗΡΙΟΥ,DXF_LAYER,Περιγραφή Κτηρίου,SYMBOL
BLDGGF," 33.36642630300003,35.15739068200003,0 33.36640956800005,35.15739371600006,0 33.36637981000007,35.15728324000003,0 33.36637164600006,35.15728608700005,0 33.36635097000004,35.15725252700003,0 33.36641066900006,35.15722571000003,0 33.36642000200004,35.15724374600006,0 33.36642202900003,35.15724304600008,0 33.36643919100004,35.15727622800006,0 33.36647000700003,35.15726547200006,0 33.36645283400003,35.15723228900004,0 33.36645486200007,35.15723158800006,0 33.36644756600003,35.15721748600004,0 33.36650615000008,35.15719703600007,0 33.36651473100005,35.15721363200004,0 33.36651675500008,35.15721292500007,0 33.36652190700005,35.15722287600005,0 33.36657189000005,35.15720543600003,0 33.36655568900005,35.15718111200005,0 33.36662782000008,35.15714870400007,0 33.36663769600006,35.15716778400008,0 33.36663971300004,35.15716707500008,0 33.36665688400007,35.15720025700006,0 33.36668770100005,35.15718951000008,0 33.36667052800004,35.15715632800004,0 33.36667254400004,35.15715561800005,0 33.36666810500003,35.15714704100003,0 33.36672781400006,35.15712022400004,0 33.36674445500006,35.15714521500007,0 33.36675782500004,35.15714055000007,0 33.36680608300003,35.15724753500007,0 33.36674329900006,35.15726663600003,0 33.36672934100005,35.15723569800008,0 33.36672440900003,35.15723741700003,0 33.36671882900004,35.15722663400004,0 33.36671075300006,35.15722945400006,0 33.36672319900004,35.15725351000003,0 33.36670965300004,35.15725827400007,0 33.36673103600003,35.15729035300006,0 33.36644505500004,35.15741883000004,0 33.36642630300003,35.15739068200003,0",1399,1301,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35317783700003,35.15542186300007,0 33.35314755100006,35.15539036600006,0 33.35317338100003,35.15537360600007,0 33.35315293900004,35.15534184600006,0 33.35314290200006,35.15535080000007,0 33.35313001800006,35.15534098500007,0 33.35310516000004,35.15535928400004,0 33.35303154700006,35.15528274400003,0 33.35304349800003,35.15527508300005,0 33.35305277000003,35.15528215000006,0 33.35307739900003,35.15526423100005,0 33.35307098200008,35.15525748000005,0 33.35316088700006,35.15519988900007,0 33.35318872600004,35.15522885100006,0 33.35319130800008,35.15522717600004,0 33.35330214400005,35.15534251100007,0 33.35326444800006,35.15536658100007,0 33.35326848300008,35.15537085000005,0 33.35323815300006,35.15539021100005,0 33.35323411800005,35.15538594100008,0 33.35317783700003,35.15542186300007,0",1400,1301,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35311502700006,35.15567848200004,0 33.35302832900004,35.15557424400004,0 33.35320279500007,35.15547718700003,0 33.35328950300004,35.15558130800002,0 33.35311502700006,35.15567848200004,0",1401,1301,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35381689600007,35.16345125100003,0 33.35377529100003,35.16331639300006,0 33.35402005300006,35.16326609200007,0 33.35406164000005,35.16340176000006,0 33.35381689600007,35.16345125100003,0",1402,1301,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35428495300005,35.16312266100005,0 33.35427038900008,35.16306278400003,0 33.35432006300005,35.16305579900006,0 33.35429449000003,35.16292963700005,0 33.35434613400003,35.16292227300005,0 33.35434969900007,35.16294127400005,0 33.35442790900004,35.16292983600005,0 33.35444898200007,35.16303456600008,0 33.35449175500003,35.16302950100004,0 33.35450526000005,35.16309339900005,0 33.35428495300005,35.16312266100005,0",1403,1300,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35465518500007,35.16285269400004,0 33.35465800000003,35.16287106600004,0 33.35461945000003,35.16287587700003,0 33.35462585400006,35.16291420000005,0 33.35460121500006,35.16291737400007,0 33.35449642400005,35.16293044100007,0 33.35448601200005,35.16287853100005,0 33.35459110600004,35.16286371200005,0 33.35459068600005,35.16286148300003,0 33.35465518500007,35.16285269400004,0",1404,1300,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35946984900005,35.16010127700002,0 33.35946969900004,35.16010038300004,0 33.35945736300005,35.16010178500005,0 33.35945088100004,35.16006417900007,0 33.35948954700007,35.16005995800003,0 33.35948552900004,35.16003585700003,0 33.35944637900008,35.16004026100006,0 33.35943720500006,35.15998492700004,0 33.35945020200006,35.15998345100007,0 33.35945005200006,35.15998255800002,0 33.35955294600007,35.15997086700003,0 33.35955270100004,35.15996994900007,0 33.35965683700005,35.15995850800005,0 33.35966181600003,35.15998888200005,0 33.35966616700006,35.15998840000003,0 33.35967598000008,35.16004825500005,0 33.35967162900005,35.16004873600008,0 33.35967660800003,35.16007911000003,0 33.35962866700004,35.16008451600004,0 33.35962860800004,35.16008367800004,0 33.35946984900005,35.16010127700002,0",1405,1301,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.36518434100003,35.15802041700005,0 33.36507135300008,35.15784363200004,0 33.36504584700003,35.15780372600005,0 33.36504125500005,35.15779654300008,0 33.36501141300005,35.15774985300004,0 33.36506151100008,35.15772847400007,0 33.36512530400006,35.15770125200004,0 33.36516231400003,35.15768545800006,0 33.36516762900004,35.15769385700003,0 33.36519392100007,35.15768263700005,0 33.36529176500005,35.15783744800007,0 33.36528981500004,35.15783827500007,0 33.36529563100004,35.15784747500004,0 33.36526981500003,35.15785847900003,0 33.36527411200007,35.15786528000007,0 33.36527892200007,35.15787289000008,0 33.36530142300006,35.15790849200005,0 33.36532290600007,35.15792878600007,0 33.36532341400005,35.15792971000008,0 33.36532390000008,35.15793064000008,0 33.36532436700003,35.15793157800005,0 33.36532481300003,35.15793252200007,0 33.36532524000006,35.15793347300007,0 33.36532564600003,35.15793442800003,0 33.36532603100005,35.15793539000003,0 33.36532639700005,35.15793635700004,0 33.36532674100005,35.15793733000004,0 33.36532706500003,35.15793830700005,0 33.36532736900006,35.15793928900007,0 33.36532765200008,35.15794027600003,0 33.36532791200006,35.15794126500003,0 33.36532815300006,35.15794225800005,0 33.36532837200008,35.15794325400003,0 33.36532857000003,35.15794425500008,0 33.36532874700004,35.15794525700005,0 33.36532890200004,35.15794626200005,0 33.36532903600005,35.15794726900003,0 33.36532914900005,35.15794827700006,0 33.36532924000005,35.15794928700007,0 33.36532930800007,35.15795029900005,0 33.36532935700006,35.15795131100003,0 33.36532938800008,35.15795270500007,0 33.36532938500005,35.15795371900003,0 33.36532936100008,35.15795473100008,0 33.36532931300008,35.15795574300006,0 33.36532924600004,35.15795675400005,0 33.36532915700008,35.15795776500005,0 33.36532904700005,35.15795877400007,0 33.36532891500008,35.15795978000006,0 33.36532866100004,35.15796137100006,0 33.36532850300006,35.15796234200008,0 33.36532832500006,35.15796331000007,0 33.36532812500008,35.15796427700008,0 33.36532790600006,35.15796523900008,0 33.36532766500005,35.15796619900004,0 33.36532740400003,35.15796715500005,0 33.36532712400003,35.15796810600006,0 33.36532682300003,35.15796905500002,0 33.36532650200007,35.15796999900005,0 33.36532616100004,35.15797093800006,0 33.36532579900006,35.15797187100003,0 33.36532541900004,35.15797280000004,0 33.36532501800008,35.15797372300006,0 33.36532459800003,35.15797464000008,0 33.36532415900007,35.15797555000006,0 33.36532370000003,35.15797645500004,0 33.36532322200003,35.15797735200005,0 33.36532272400007,35.15797824300006,0 33.36532220900006,35.15797912600004,0 33.36532167400003,35.15798000200005,0 33.36532112100008,35.15798087000007,0 33.36532054900005,35.15798173100006,0 33.36531996000008,35.15798258200005,0 33.36531935300008,35.15798342500005,0 33.36531872700004,35.15798425900005,0 33.36531808300003,35.15798508500006,0 33.36531742300008,35.15798590100008,0 33.36531674500003,35.15798670700008,0 33.36531605000005,35.15798750400006,0 33.36531534000005,35.15798828900006,0 33.36531461100003,35.15798906500004,0 33.36531386600007,35.15798983100007,0 33.36531310600003,35.15799058500005,0 33.36531232900006,35.15799133000007,0 33.36531153600004,35.15799206200006,0 33.36531072800005,35.15799278300005,0 33.36530990500006,35.15799349200006,0 33.36530906800005,35.15799419000007,0 33.36530821500003,35.15799487400005,0 33.36530734700006,35.15799554800003,0 33.36530646600005,35.15799620800004,0 33.36530557200007,35.15799685600007,0 33.36530466200003,35.15799749100006,0 33.36530374100005,35.15799811200003,0 33.36530280600005,35.15799872000008,0 33.36530185800007,35.15799931500004,0 33.36530089700005,35.15799989700003,0 33.36529992300007,35.15800046400005,0 33.36529872700004,35.15800113400007,0 33.36526739600004,35.15800824400003,0 33.36519581900006,35.15803837500005,0 33.36518434100003,35.15802041700005,0",1406,1301,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35425423000004,35.15882998000006,0 33.35425144700002,35.15883089500005,0 33.35424405000003,35.15883332400006,0 33.35423357600007,35.15881249700004,0 33.35420670100007,35.15882131900003,0 33.35421983800006,35.15884901700008,0 33.35416991900007,35.15886396400003,0 33.35412266500003,35.15877007800003,0 33.35409972100007,35.15869303000005,0 33.35413541800006,35.15868113400006,0 33.35414567000004,35.15870153100008,0 33.35417002400004,35.15869327500008,0 33.35415982700005,35.15867300500003,0 33.35416850600007,35.15867011000006,0 33.35416886400003,35.15866999100007,0 33.35417548900006,35.15866778500003,0 33.35416879100006,35.15865445600008,0 33.35422125700006,35.15863696800005,0 33.35431137800003,35.15881608200004,0 33.35425986500007,35.15883547000004,0 33.35425669900008,35.15882916800007,0 33.35425423000004,35.15882998000006,0",1407,1301,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35427636900005,35.16285035000004,0 33.35426207100005,35.16277635900008,0 33.35438106300006,35.16276143900006,0 33.35438856800005,35.16280549900006,0 33.35436889200003,35.16280845800003,0 33.35437768400004,35.16286221200005,0 33.35429801800007,35.16287282500008,0 33.35429258200003,35.16284895900003,0 33.35427636900005,35.16285035000004,0",1408,1300,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35568049500006,35.15784532800006,0 33.35573586600003,35.15777385500007,0 33.35587630400005,35.15784609500003,0 33.35586967200004,35.15785563900005,0 33.35587981800006,35.15786186700007,0 33.35583815400003,35.15791587300004,0 33.35582799800005,35.15791005000006,0 33.35580876500006,35.15793225000004,0 33.35570860200005,35.15787765500005,0 33.35568049500006,35.15784532800006,0",1409,1300,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35592715300004,35.15791408500007,0 33.35589459800008,35.15789717600006,0 33.35593528200008,35.15784222900004,0 33.35597100400003,35.15786053200003,0 33.35592715300004,35.15791408500007,0",1410,1300,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35499237600004,35.15791761000003,0 33.35490386200007,35.15784530600007,0 33.35499485200006,35.15776748100006,0 33.35508385600008,35.15784139200008,0 33.35499237600004,35.15791761000003,0",1411,1300,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35394585000006,35.15875324300004,0 33.35400297000007,35.15876880500008,0 33.35404708400006,35.15895149000005,0 33.35389537700007,35.15897506200003,0 33.35387067400006,35.15887769800003,0 33.35387083800003,35.15887482800008,0 33.35387106400003,35.15887196200004,0 33.35387135100007,35.15886910000006,0 33.35387169900002,35.15886624100006,0 33.35387210600004,35.15886338800004,0 33.35387257400004,35.15886054200007,0 33.35387310400006,35.15885770200003,0 33.35387369300003,35.15885487100007,0 33.35387439800007,35.15885181300007,0 33.35387511300007,35.15884900100008,0 33.35387588800006,35.15884620000003,0 33.35387672100006,35.15884341100008,0 33.35387761200008,35.15884063400006,0 33.35387856300002,35.15883786900002,0 33.35387957400008,35.15883511900006,0 33.35388064300003,35.15883238300006,0 33.35388276300006,35.15882738400006,0 33.35394585000006,35.15875324300004,0",1412,1301,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.36620388800003,35.16091983400003,0 33.36619690000003,35.16091288200005,0 33.36617454100008,35.16089063600003,0 33.36617284800008,35.16089178400006,0 33.36610713600004,35.16082640600007,0 33.36611821900004,35.16081898000005,0 33.36610077500006,35.16080163700008,0 33.36608982700005,35.16080915100002,0 33.36603169200004,35.16075200500006,0 33.36606117400004,35.16073177800007,0 33.36604991400003,35.16072071100007,0 33.36614509900005,35.16065540600005,0 33.36614998100004,35.16066027800008,0 33.36615845700004,35.16065455100005,0 33.36617380000007,35.16066986300007,0 33.36616532500005,35.16067559000004,0 33.36617294900003,35.16068327900007,0 33.36618145900007,35.16067758700007,0 33.36621334200004,35.16070974000007,0 33.36620483000007,35.16071543200008,0 33.36624641600002,35.16075736800008,0 33.36625492700006,35.16075167800005,0 33.36628681000008,35.16078382900003,0 33.36627829900004,35.16078952100003,0 33.36628523000007,35.16079651100006,0 33.36629374100005,35.16079081900006,0 33.36630760200006,35.16080479800007,0 33.36629909100003,35.16081048900003,0 33.36630390000005,35.16081534000006,0 33.36628973300003,35.16082541000003,0 33.36629252800003,35.16082819100006,0 33.36627390600006,35.16084081400004,0 33.36627739800008,35.16084429100005,0 33.36627879600007,35.16084568100007,0 33.36626736800002,35.16085342700006,0 33.36626597100008,35.16085203700004,0 33.36624607800007,35.16086552200005,0 33.36625446300008,35.16087386300006,0 33.36625372400005,35.16088020800004,0 33.36623425500005,35.16089340500002,0 33.36622652700004,35.16089279900007,0 33.36623351500003,35.16089975100005,0 33.36620388800003,35.16091983400003,0",1413,1301,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35855060100005,35.16341508600004,0 33.35854854700006,35.16338775300005,0 33.35854745500006,35.16337320500003,0 33.35854549300007,35.16334710000007,0 33.35852069000003,35.16334797600007,0 33.35845841300005,35.16330390200005,0 33.35845431400003,35.16324486000008,0 33.35845380900003,35.16323757200007,0 33.35830905900008,35.16324491500006,0 33.35829846300004,35.16310411100005,0 33.35834447700006,35.16310177600008,0 33.35834245000007,35.16307479400007,0 33.35852811700005,35.16306537000003,0 33.35856817200005,35.16306333700004,0 33.35861250200003,35.16306108700007,0 33.35861549600003,35.16306095700003,0 33.35861849300005,35.16306087000004,0 33.35862149000008,35.16306082500006,0 33.35862448800003,35.16306082400007,0 33.35862748600005,35.16306086500003,0 33.35863048200002,35.16306095000005,0 33.35863347700007,35.16306107700007,0 33.35863646800004,35.16306124800008,0 33.35863945500006,35.16306146200003,0 33.35864243700007,35.16306171700006,0 33.35864541200004,35.16306201600003,0 33.35864838100008,35.16306235800005,0 33.35865134300008,35.16306274200008,0 33.35865429700004,35.16306316800007,0 33.35865724000007,35.16306363600006,0 33.35866017200004,35.16306414700006,0 33.35866309400007,35.16306469900007,0 33.35866600400004,35.16306529300005,0 33.35866890100004,35.16306593000007,0 33.35867178200004,35.16306660700008,0 33.35867465000007,35.16306732600003,0 33.35867750200004,35.16306808500008,0 33.35868033800006,35.16306888500003,0 33.35868315500005,35.16306972700005,0 33.35868336800007,35.16306979300003,0 33.35868595500006,35.16307060700007,0 33.35868873500004,35.16307152900004,0 33.35869149600006,35.16307249000005,0 33.35869423600008,35.16307349000005,0 33.35869840000004,35.16307510200005,0 33.35870108400007,35.16307620000004,0 33.35870374300004,35.16307733600007,0 33.35870637800008,35.16307851200003,0 33.35870898800005,35.16307972400006,0 33.35871157100007,35.16308097300004,0 33.35871412800003,35.16308225900008,0 33.35871665600007,35.16308358200007,0 33.35871915700005,35.16308494100008,0 33.35872162800007,35.16308633500006,0 33.35872406900006,35.16308776400007,0 33.35872647900004,35.16308922900004,0 33.35872885600003,35.16309072700005,0 33.35873120300005,35.16309225900005,0 33.35873351700008,35.16309382500003,0 33.35873579700007,35.16309542500005,0 33.35873804200003,35.16309705600003,0 33.35874025400005,35.16309871900006,0 33.35874242800003,35.16310041400004,0 33.35874456700003,35.16310213900005,0 33.35874666700005,35.16310389400007,0 33.35874873200004,35.16310568000006,0 33.35875075700005,35.16310749500008,0 33.35875274500006,35.16310934000006,0 33.35875469200005,35.16311121100006,0 33.35875659800007,35.16311311100003,0 33.35875846600004,35.16311503800006,0 33.35876029000008,35.16311699100004,0 33.35876207400003,35.16311897000003,0 33.35876473000008,35.16312205700007,0 33.35876640400005,35.16312410000006,0 33.35876803500003,35.16312616500005,0 33.35876962200007,35.16312825400007,0 33.35877116500006,35.16313036500003,0 33.35877266200004,35.16313249900003,0 33.35877411400003,35.16313465300004,0 33.35877552000005,35.16313682800006,0 33.35877687900006,35.16313902300004,0 33.35877819100006,35.16314123600006,0 33.35877945700003,35.16314346900003,0 33.35878067400006,35.16314571800007,0 33.35878184400008,35.16314798500008,0 33.35878296500005,35.16315026900003,0 33.35878403700008,35.16315256800004,0 33.35878506000006,35.16315488300006,0 33.35878603500004,35.16315721100006,0 33.35878695900004,35.16315955300007,0 33.35878783400005,35.16316190800006,0 33.35878865900003,35.16316427600003,0 33.35878943300003,35.16316665500006,0 33.35879015500007,35.16316904300004,0 33.35879082800005,35.16317144300007,0 33.35879144800003,35.16317385100007,0 33.35879201900008,35.16317626800003,0 33.35879253800005,35.16317869400007,0 33.35879300400006,35.16318112600004,0 33.35879303800004,35.16318131900005,0 33.35879342000004,35.16318356500005,0 33.35879378400006,35.16318600800003,0 33.35879415500006,35.16318899800007,0 33.35879440400004,35.16319145100005,0 33.35879460000007,35.16319390900003,0 33.35879474300003,35.16319636700007,0 33.35879483400004,35.16319882900007,0 33.35879487300008,35.16320129000008,0 33.35879486000005,35.16320375200007,0 33.35879479400006,35.16320621400007,0 33.35879467600006,35.16320867400003,0 33.35879450600004,35.16321113100003,0 33.35879428400006,35.16321358800008,0 33.35879400900006,35.16321603900008,0 33.35879368200006,35.16321848600006,0 33.35879330300003,35.16322092900003,0 33.35879287300003,35.16322336500008,0 33.35879239100007,35.16322579500007,0 33.35879185700003,35.16322821800003,0 33.35879185500005,35.16322822100005,0 33.35879127200008,35.16323063200008,0 33.35879063500005,35.16323303800004,0 33.35878994800004,35.16323543500005,0 33.35878921000005,35.16323782100005,0 33.35878842100004,35.16324019600006,0 33.35878758100006,35.16324256000007,0 33.35878669300007,35.16324491000006,0 33.35878575300006,35.16324724900005,0 33.35878476300007,35.16324957300003,0 33.35878372600007,35.16325188400003,0 33.35878263900003,35.16325417700006,0 33.35878150400004,35.16325645600006,0 33.35877927800004,35.16326062200005,0 33.35878300900004,35.16331027800004,0 33.35876548400006,35.16331116900005,0 33.35876781600007,35.16334220500005,0 33.35875162700006,35.16334302800004,0 33.35873276400002,35.16334398600003,0 33.35873652400005,35.16339392800006,0 33.35873740300008,35.16340561000004,0 33.35873299100007,35.16340583300007,0 33.35866664600007,35.16340919900006,0 33.35855060100005,35.16341508600004,0",1414,1301,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35099058600008,35.16125706900004,0 33.35095248200003,35.16126279900004,0 33.35092288800007,35.16123004500003,0 33.35095133500005,35.16122487800004,0 33.35097971800008,35.16121972200006,0 33.35099058600008,35.16125706900004,0",1415,1300,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35123721700006,35.16120599600004,0 33.35125952600004,35.16127224900004,0 33.35120531400003,35.16128413200005,0 33.35118308500006,35.16127744300007,0 33.35115950700003,35.16128117900007,0 33.35115268100003,35.16128225900008,0 33.35114936900004,35.16127686600004,0 33.35112143600003,35.16128235000008,0 33.35111810000007,35.16127155500004,0 33.35106845900003,35.16128173200008,0 33.35104670400006,35.16120755300005,0 33.35111746600006,35.16119469800003,0 33.35112911300007,35.16123127200007,0 33.35114069000008,35.16122856500004,0 33.35123721700006,35.16120599600004,0",1416,1300,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35118308500006,35.16127744300007,0 33.35120531400003,35.16128413200005,0 33.35125952600004,35.16127224900004,0 33.35126817300005,35.16129793100004,0 33.35106080400004,35.16134211900004,0 33.35103592100006,35.16134742200006,0 33.35103006700007,35.16134866900006,0 33.35100857100008,35.16132487700003,0 33.35103196900008,35.16131974800004,0 33.35102935900005,35.16131390100003,0 33.35115268100003,35.16128225900008,0 33.35115950700003,35.16128117900007,0 33.35118308500006,35.16127744300007,0",1417,1300,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35091539400003,35.16142951800003,0 33.35092452700008,35.16142655300007,0 33.35092246000005,35.16140827300006,0 33.35093618900004,35.16140551000007,0 33.35093840500008,35.16141349600008,0 33.35095233600003,35.16145064100004,0 33.35095998600008,35.16147104000004,0 33.35097087000003,35.16150006100003,0 33.35091215500006,35.16151084900002,0 33.35089444700003,35.16145896600006,0 33.35092542700005,35.16145103900004,0 33.35091539400003,35.16142951800003,0",1418,1300,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35082935500003,35.16139319600006,0 33.35083820000006,35.16141602800008,0 33.35088148800003,35.16140414700004,0 33.35089556800006,35.16144198300003,0 33.35088921400006,35.16144396100003,0 33.35089444700003,35.16145896600006,0 33.35074432100004,35.16149858300003,0 33.35074023300007,35.16148852500004,0 33.35069248300005,35.16137106300005,0 33.35083148500007,35.16133376400006,0 33.35085159400006,35.16138692800007,0 33.35082935500003,35.16139319600006,0",1419,1301,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.36144157400003,35.16285520900004,0 33.36142804700006,35.16283680700008,0 33.36155634900007,35.16277194800006,0 33.36157205200004,35.16279288600003,0 33.36158134900006,35.16278809800008,0 33.36161298400003,35.16283028900006,0 33.36162028800004,35.16282653400003,0 33.36164517400005,35.16285915300006,0 33.36164578300003,35.16285996700003,0 33.36164632400005,35.16286072100007,0 33.36164684800008,35.16286148000006,0 33.36164735600005,35.16286224900006,0 33.36164784700003,35.16286302500004,0 33.36164832300005,35.16286380700007,0 33.36164878200003,35.16286459500003,0 33.36164922300003,35.16286539100003,0 33.36164964700004,35.16286619200002,0 33.36165005400005,35.16286700000006,0 33.36165044500007,35.16286781300005,0 33.36165081800004,35.16286863200003,0 33.36165117400003,35.16286945600007,0 33.36165151300003,35.16287028500005,0 33.36165183200006,35.16287111900004,0 33.36165213500004,35.16287195800004,0 33.36165242000004,35.16287279900007,0 33.36165268700006,35.16287364500005,0 33.36165293500005,35.16287449600003,0 33.36165316600005,35.16287534900005,0 33.36165337800003,35.16287620600008,0 33.36165357300007,35.16287706500003,0 33.36165374900003,35.16287792700007,0 33.36165390600007,35.16287879200007,0 33.36165404600007,35.16287965800007,0 33.36165416600005,35.16288052700003,0 33.36165426800005,35.16288139800003,0 33.36165435200007,35.16288226900008,0 33.36165441700007,35.16288314200006,0 33.36165446400003,35.16288401500003,0 33.36165449100002,35.16288488900005,0 33.36165450100003,35.16288576300008,0 33.36165449300006,35.16288663700004,0 33.36165446400003,35.16288751100007,0 33.36165441900005,35.16288838400004,0 33.36165435400005,35.16288925700007,0 33.36165427100008,35.16289012800007,0 33.36165416900008,35.16289099900007,0 33.36165404900004,35.16289186700004,0 33.36165391000003,35.16289273400003,0 33.36165375300004,35.16289359900003,0 33.36165357700003,35.16289446100006,0 33.36165338400008,35.16289532100007,0 33.36165317200005,35.16289617700005,0 33.36165294200004,35.16289703100006,0 33.36165269300005,35.16289788100005,0 33.36165242700002,35.16289872700003,0 33.36165214200003,35.16289956900005,0 33.36165184100003,35.16290040700005,0 33.36165152000007,35.16290124200003,0 33.36165118300005,35.16290207000003,0 33.36165082800005,35.16290289500006,0 33.36165045500007,35.16290371400004,0 33.36165006600004,35.16290452800007,0 33.36164965800003,35.16290533500006,0 33.36164923500007,35.16290613600006,0 33.36164879300003,35.16290693200006,0 33.36164833500004,35.16290772200006,0 33.36164786000006,35.16290850400003,0 33.36164736900003,35.16290928000007,0 33.36164686000006,35.16291004700003,0 33.36164633700003,35.16291080900004,0 33.36164579700005,35.16291156200003,0 33.36164524100008,35.16291230700006,0 33.36164466900004,35.16291304500004,0 33.36164408200006,35.16291377400006,0 33.36164347900007,35.16291449400006,0 33.36164286200005,35.16291520600004,0 33.36164222800005,35.16291591000004,0 33.36164158000003,35.16291660300004,0 33.36164091800004,35.16291728700003,0 33.36164024100003,35.16291796200005,0 33.36163955000006,35.16291862700007,0 33.36163884500007,35.16291928200008,0 33.36163812600006,35.16291992600003,0 33.36163739300002,35.16292056100008,0 33.36163664700007,35.16292118400003,0 33.36163588800002,35.16292179800007,0 33.36163511500007,35.16292239900002,0 33.36163433100006,35.16292299000003,0 33.36163353400008,35.16292357000003,0 33.36163272500005,35.16292413700006,0 33.36163190300005,35.16292469400003,0 33.36163107100003,35.16292523800007,0 33.36163022600005,35.16292577000007,0 33.36162937000006,35.16292629100008,0 33.36162850400007,35.16292679800006,0 33.36162762700008,35.16292729300005,0 33.36162673900003,35.16292777600006,0 33.36162584200002,35.16292824600004,0 33.36162493300003,35.16292870300003,0 33.36147501400006,35.16300283900006,0 33.36145686000003,35.16297815100006,0 33.36146250100006,35.16297535800004,0 33.36140578300007,35.16289821300006,0 33.36144264700005,35.16287947100005,0 33.36144946000007,35.16288872700005,0 33.36147367500007,35.16287641400004,0 33.36147639300003,35.16286814000006,0 33.36146012700004,35.16284601400002,0 33.36144157400003,35.16285520900004,0",1420,1301,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35175481800007,35.16307191500005,0 33.35175322500004,35.16307213600004,0 33.35175305500007,35.16304080700007,0 33.35169944100005,35.16304229200006,0 33.35169706100004,35.16293827100003,0 33.35176500900008,35.16293866900003,0 33.35176904800005,35.16300938600006,0 33.35178032100004,35.16303230300008,0 33.35179694200008,35.16306609400004,0 33.35175481800007,35.16307191500005,0",1421,1300,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35175775100004,35.16313865300003,0 33.35181919000007,35.16313571400008,0 33.35182696600003,35.16313824400004,0 33.35189135200005,35.16313027200005,0 33.35190182900004,35.16317384800004,0 33.35183571500005,35.16318373500008,0 33.35183775800005,35.16320427900007,0 33.35175911500005,35.16320853900004,0 33.35170076500003,35.16321096900003,0 33.35170188200004,35.16313992600004,0 33.35175775100004,35.16313865300003,0",1422,1300,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35309096800006,35.15810957900004,0 33.35308168100005,35.15810329100003,0 33.35309096100008,35.15809411600003,0 33.35315636600006,35.15802945700006,0 33.35317526300003,35.15804229600008,0 33.35319427900004,35.15802460700007,0 33.35317474000004,35.15801129500005,0 33.35322052200007,35.15796603500007,0 33.35336988600005,35.15807112100004,0 33.35334210700006,35.15809892500005,0 33.35334795900008,35.15810392100008,0 33.35328306900004,35.15816675900004,0 33.35323112700007,35.15817481500005,0 33.35322818100008,35.15816235500006,0 33.35319388600004,35.15817924700008,0 33.35309096800006,35.15810957900004,0",1423,1301,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35300148500005,35.15832984200006,0 33.35302464800003,35.15836198500006,0 33.35304781100007,35.15835162800005,0 33.35308280900006,35.15840141200005,0 33.35304238100008,35.15842134900004,0 33.35305306800007,35.15843753500008,0 33.35300821500005,35.15845825600007,0 33.35301014900006,35.15846229800007,0 33.35295591200003,35.15848982100005,0 33.35291457200003,35.15843476200007,0 33.35289583600007,35.15844433600006,0 33.35289065000006,35.15841527900005,0 33.35287491300005,35.15839228300007,0 33.35287421600003,35.15839126400005,0 33.35298132000003,35.15834036300004,0 33.35298011800006,35.15833916500003,0 33.35300148500005,35.15832984200006,0",1424,1300,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35315242300004,35.15839211200006,0 33.35309462600003,35.15834958200003,0 33.35311916100005,35.15832490200006,0 33.35312984900003,35.15833201900006,0 33.35313983100008,35.15832232200006,0 33.35314193600004,35.15832033900006,0 33.35317951000008,35.15834649000004,0 33.35319190900003,35.15835404100005,0 33.35315382500005,35.15839077400005,0 33.35315242300004,35.15839211200006,0",1425,1300,2,BLDGGF,Ισόγειο Κτίριο,24
